severity,NOP_method,ATFD_method,ATLD_method,MAXNESTING_method,LOC_method,MaMCL_method,LAA_method,FANOUT_method,CLNAMM_method,CDISP_method,isStatic_method,DIT_type,FANOUT_type,LCOM5_type,NIM_type,NOAM_type,NOA_type,NOII_type,NOI_package,NOMNAMM_package,NOM_project,NOPK_project,RFC_type,TCC_type,WOC_type,modifier_type,num_not_final_not_static_attributes,number_constructor_DefaultConstructor_methods,number_not_abstract_not_final_methods,number_not_final_static_methods,number_private_visibility_attributes,number_protected_visibility_methods,visibility_type
0,1,0,1,1,3,0,1,0,0,0,0,1,1,0,0,0,1,0,2,471,2989,13,3,1,0,abstract,0,0,2,0,0,2,public
0,1,0,1,2,15,0,1,1,0,1,0,1,1,0,0,0,1,0,2,471,2989,13,3,1,0,abstract,0,0,2,0,0,2,public
0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,471,2989,13,11,0,0,other,0,0,11,0,0,0,public
2,1,7,1,3,19,2,0.142857143,4,0,0.8,0,3,14,0.875,0,1,2,1,0,458,2989,13,40,0.142857143,0,abstract,1,0,10,0,2,7,public
1,1,5,1,3,26,0,0.166666667,1,3,0.2,0,1,43,0.742873764,0,1,9,2,2,260,2989,13,286,0.950925926,0.943820225,other,10,0,8,0,6,0,public
2,2,14,4,6,164,0,0.222222222,13,2,0.5,0,2,29,0.926868045,0,13,17,0,0,145,2989,13,130,0.327635328,0,other,17,0,38,0,17,1,public
0,2,0,35,1,124,0,1,0,2,0,0,5,5,0.959582943,520,36,97,1,1,400,1879,22,94,0.11512605,0.292929293,other,63,0,89,0,59,21,public
0,0,0,0,1,3,0,0,0,0,0,0,5,5,0.959582943,520,36,97,1,1,400,1879,22,94,0.11512605,0.292929293,other,63,0,89,0,59,21,public
3,1,30,1,1,4,0,0.032258065,1,0,1,0,5,12,0.968862941,519,47,99,1,1,400,1879,22,124,0.142318059,0.333333333,other,52,0,110,0,51,16,public
0,7,0,0,7,125,0,0,1,1,1,1,1,1,0,0,0,0,0,0,94,1879,22,3,0,1,other,0,0,2,2,0,0,public
2,0,10,0,2,29,2,0,4,0,0.444444444,0,2,4,0,8,0,0,0,0,49,1879,22,20,1,0,other,0,0,1,0,0,0,package
0,2,0,4,1,6,0,1,1,0,1,0,2,1,1,7,0,7,0,0,18,2169,37,12,1,0.285714286,other,2,0,2,0,2,0,public
1,1,9,2,3,21,0,0.181818182,6,1,0.857142857,0,2,11,0.78,3,3,5,1,4,56,2169,37,32,0.428571429,0.666666667,other,5,0,11,0,5,0,public
0,1,0,0,2,7,0,0,0,0,0,0,1,5,0.979644165,0,9,39,2,1,583,3309,19,503,0.863372093,0.912408759,other,39,0,379,1,36,0,public
0,0,0,0,1,3,0,0,0,1,0,0,1,5,0.979644165,0,9,39,2,1,583,3309,19,503,0.863372093,0.912408759,other,39,0,379,1,36,0,public
0,0,0,0,1,3,0,0,0,1,0,0,1,5,0.979644165,0,9,39,2,1,583,3309,19,503,0.863372093,0.912408759,other,39,0,379,1,36,0,public
0,1,0,1,1,4,0,1,0,1,0,0,1,12,0.963869464,0,2,22,1,0,46,2923,44,88,0.426742532,0.727272727,other,14,0,40,0,5,22,public
0,0,0,2,2,49,0,1,1,1,1,0,1,12,0.963869464,0,2,22,1,0,46,2923,44,88,0.426742532,0.727272727,other,14,0,40,0,5,22,public
0,0,0,4,3,24,0,1,1,0,1,0,1,12,0.963869464,0,2,22,1,0,46,2923,44,88,0.426742532,0.727272727,other,14,0,40,0,5,22,public
1,1,8,11,4,244,0,0.578947368,7,6,0.466666667,0,1,12,0.963869464,0,2,22,1,0,46,2923,44,88,0.426742532,0.727272727,other,14,0,40,0,5,22,public
1,1,6,1,8,176,0,0.142857143,5,5,0.227272727,0,1,12,0.963869464,0,2,22,1,0,46,2923,44,88,0.426742532,0.727272727,other,14,0,40,0,5,22,public
2,2,18,9,8,163,0,0.333333333,9,4,0.290322581,0,1,69,0.98964497,0,39,39,2,7,469,2923,44,366,0.240110079,0,abstract,32,0,155,0,22,62,public
0,0,0,1,1,1,0,1,0,0,0,0,1,0,0.953571429,0,4,35,0,1,30,2742,33,9,0.535714286,0.217391304,other,14,0,9,1,2,0,public
0,0,0,1,1,1,0,1,0,0,0,0,1,0,0.953571429,0,4,35,0,1,30,2742,33,9,0.535714286,0.217391304,other,14,0,9,1,2,0,public
0,0,0,2,1,1,0,1,0,0,0,0,1,0,0.953571429,0,4,35,0,1,30,2742,33,9,0.535714286,0.217391304,other,14,0,9,1,2,0,public
2,1,8,0,3,39,0,0,2,0,0.333333333,1,1,5,0,0,0,0,0,1,30,2742,33,16,0,1,other,0,0,3,3,0,0,public
0,1,0,1,3,30,0,1,0,1,0,0,1,1,0.857142857,0,0,3,0,0,8,2957,33,9,1,1,other,0,1,6,1,0,0,public
0,1,0,0,1,6,0,0,0,0,0,0,1,1,0.857142857,0,0,3,0,0,8,2957,33,9,1,1,other,0,1,6,1,0,0,public
0,2,1,10,5,162,0,0.769230769,9,3,0.818181818,0,4,12,0.913265306,74,8,14,0,0,75,2957,33,35,0.2,0.272727273,other,14,0,15,0,12,0,public
0,3,0,0,2,18,0,0,0,0,0,1,1,0,1,0,2,1,1,0,9,2714,40,11,0,0,abstract,1,0,9,1,0,2,public
2,2,21,4,7,210,0,0.16,6,2,0.428571429,0,1,11,0.73015873,0,0,7,1,3,124,2714,40,32,1,1,final,6,1,11,0,7,2,public
2,2,11,3,6,156,0,0.214285714,5,3,0.357142857,0,2,6,1,5,0,7,1,3,124,2714,40,33,1,0.166666667,other,0,0,5,0,2,0,public
0,0,0,0,1,3,0,0,0,0,0,0,2,11,0.85,130,1,6,0,3,181,2996,32,232,0.619047619,0.888888889,other,13,0,11,0,0,1,public
0,1,2,2,1,5,0,0.666666667,3,0,0.75,0,2,11,0.85,130,1,6,0,3,181,2996,32,232,0.619047619,0.888888889,other,13,0,11,0,0,1,public
0,2,1,0,7,138,0,0,1,0,0.25,0,1,4,0.952380952,0,1,6,2,1,46,2996,32,18,0.333333333,0.5,other,6,1,9,0,0,1,public
1,4,5,5,6,119,0,0.5,6,1,0.428571429,0,5,6,0.949579832,520,1,17,3,0,30,2996,32,25,0.533333333,0.416666667,other,15,0,8,0,11,1,public
0,0,0,0,1,2,0,0,0,0,0,0,2,2,0.666666667,11,2,2,1,0,50,3790,48,22,1,0.6,other,1,0,7,0,1,0,public
0,2,0,0,1,3,0,0,0,1,0,0,2,2,0.666666667,11,2,2,1,0,50,3790,48,22,1,0.6,other,1,0,7,0,1,0,public
0,3,0,0,1,3,0,0,1,0,1,0,2,2,0.666666667,11,2,2,1,0,50,3790,48,22,1,0.6,other,1,0,7,0,1,0,public
0,2,0,2,4,153,0,1,4,5,0.5,0,1,5,0.967948718,0,0,12,0,0,50,3790,48,29,0.309090909,1,other,3,0,14,1,12,10,public
2,1,7,0,3,20,0,0,1,1,0.125,1,1,3,0,0,0,0,0,0,46,3790,48,25,0,1,final,0,0,13,12,0,0,public
0,2,0,0,1,4,0,0,1,0,1,0,1,1,0.75,0,2,2,2,0,12,4165,108,7,0.2,0.6,other,2,0,5,0,0,0,public
0,1,0,1,1,6,0,1,0,0,0,0,1,1,0.75,0,2,2,2,0,12,4165,108,7,0.2,0.6,other,2,0,5,0,0,0,public
2,2,5,2,2,27,0,0.285714286,8,1,0.470588235,0,2,15,0.5,7,0,1,0,0,17,4165,108,55,0.333333333,1,other,1,0,5,1,1,2,public
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,235,4143,24,1,1,0,other,0,0,1,0,0,1,package
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,235,4143,24,1,1,0,other,0,0,1,0,0,1,package
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,235,4143,24,1,1,0,other,0,0,1,0,0,1,package
0,0,0,7,7,438,0,1,0,1,0,0,1,6,0.7625,0,0,8,1,2,237,4143,24,18,0.6,1,other,9,0,11,0,9,0,public
0,4,1,2,6,111,0,0.666666667,2,1,0.5,0,2,4,0.455882353,0,2,2,0,0,77,4143,24,46,0.878787879,0.935483871,other,2,0,35,1,0,4,public
0,1,3,0,1,7,0,0,1,0,1,0,1,1,1,0,0,3,1,0,2,3884,40,3,1,1,other,3,0,2,0,0,0,public
0,1,0,0,1,3,0,0,1,0,1,0,2,15,0,5,0,0,0,1,41,3884,40,51,1,1,other,0,0,5,0,0,0,public
2,2,19,0,6,143,0,0,11,0,0.333333333,0,2,15,0,5,0,0,0,1,41,3884,40,51,1,1,other,0,0,5,0,0,0,public
0,2,0,0,2,22,0,0,1,0,1,0,2,11,0,10,0,0,0,0,32,4551,28,37,0,1,other,0,1,8,1,0,0,public
0,1,0,0,1,3,0,0,1,0,1,0,2,11,0,10,0,0,0,0,32,4551,28,37,0,1,other,0,1,8,1,0,0,public
0,2,0,0,1,3,0,0,1,0,1,0,2,11,0,10,0,0,0,0,32,4551,28,37,0,1,other,0,1,8,1,0,0,public
2,1,11,3,2,10,0,0.176470588,2,0,1,0,5,8,0.86013986,520,3,11,0,0,44,4551,28,32,1,0.428571429,other,7,0,14,0,0,0,public
2,0,10,3,11,171,2,0.230769231,5,5,0.294117647,0,2,7,0.921487603,44,5,11,0,0,54,4551,28,42,0.385714286,0.708333333,other,9,0,23,0,9,0,public
0,1,8,17,10,121,2,0.944444444,5,1,0.3125,0,3,21,0.944444444,123,3,3,0,1,161,4551,28,302,0.340243902,0.909090909,other,2,0,43,0,1,10,public
0,0,0,1,1,5,0,1,0,0,0,0,1,0,0.777777778,0,4,3,1,0,16,4305,35,7,0.238095238,0.428571429,other,3,0,7,0,3,0,public
0,1,0,2,1,9,0,1,0,0,0,0,1,0,0.777777778,0,4,3,1,0,16,4305,35,7,0.238095238,0.428571429,other,3,0,7,0,3,0,public
0,1,0,1,1,5,0,1,0,0,0,0,1,0,0.777777778,0,4,3,1,0,16,4305,35,7,0.238095238,0.428571429,other,3,0,7,0,3,0,public
0,0,0,0,4,137,0,0,2,0,0.666666667,0,6,3,0.75,114,0,1,0,0,16,4305,35,18,0.333333333,1,other,1,0,5,0,1,0,public
2,0,10,0,8,235,0,0,4,0,0.333333333,0,2,4,0,44,0,0,0,0,40,4305,35,13,1,0,other,0,0,1,0,0,0,package
0,1,0,0,9,177,0,0,4,0,0.444444444,1,7,12,1,158,0,9,0,0,39,4305,35,90,0,0.666666667,other,6,0,2,1,8,0,public
2,1,10,1,4,77,2,0.090909091,7,0,0.388888889,0,6,25,0.972906404,129,9,14,0,2,163,4305,35,93,0.073891626,0.607142857,other,10,0,30,5,12,3,public
0,4,0,1,6,120,0,1,2,3,0.666666667,1,1,4,0.933333333,0,0,1,0,14,591,4305,35,29,0.057142857,1,other,0,0,16,16,1,0,public
0,5,0,1,7,193,0,1,4,0,0.4,1,7,10,1,158,0,9,0,0,40,4305,35,91,0,0.666666667,other,6,0,2,1,8,0,public
2,4,9,6,7,177,1,0.428571429,2,0,0.1,0,1,4,0.95,0,0,8,2,2,203,4305,35,29,0.6,1,other,1,0,6,0,8,0,public
0,2,2,0,1,6,0,0,1,0,0.333333333,0,1,2,0,0,0,0,1,3,40,5527,85,6,0,1,other,0,0,2,0,0,0,public
0,2,1,0,1,3,0,0,1,0,1,0,1,2,0,0,0,0,1,3,40,5527,85,6,0,1,other,0,0,2,0,0,0,public
0,1,0,0,1,22,0,0,0,0,0,1,1,0,0,0,0,0,0,3,40,5527,85,2,0,1,other,0,0,2,2,0,0,public
2,4,13,1,3,47,0,0.071428571,2,9,0.333333333,0,7,5,0.363636364,77,1,2,0,0,11,5527,85,31,1,0.5,other,2,0,12,0,2,2,public
2,1,11,2,1,13,2,0.153846154,6,0,0.352941176,0,1,12,0.571428571,0,4,3,0,0,55,5527,85,49,0.8,0.733333333,other,3,0,15,0,3,0,public
3,4,32,8,8,363,2,0.177777778,13,4,0.30952381,0,7,14,0.947368421,59,12,10,0,1,40,5527,85,66,0.161904762,0.1875,other,8,0,20,0,7,1,public
3,4,34,4,6,119,2,0.105263158,11,0,0.34375,0,7,11,0.75,77,4,4,0,0,62,5527,85,40,0.466666667,0.2,other,4,0,7,0,4,2,public
3,4,28,5,7,127,2,0.151515152,16,3,0.363636364,0,1,38,0.926126126,0,17,15,1,2,126,5527,85,264,0.402898551,0.757142857,other,14,0,75,1,15,0,public
2,3,29,6,7,142,2,0.171428571,16,3,0.347826087,0,1,38,0.926126126,0,17,15,1,2,126,5527,85,264,0.402898551,0.757142857,other,14,0,75,1,15,0,public
3,4,52,6,6,157,2,0.103448276,6,0,0.077922078,0,7,6,0.895833333,77,5,6,0,0,51,5527,85,86,0.178571429,0.285714286,other,6,0,9,0,6,2,public
2,6,16,4,7,139,0,0.2,16,3,0.533333333,0,2,19,0.887755102,3,9,7,0,0,171,5527,85,59,0.252747253,0.357142857,other,7,0,15,0,7,0,public
2,4,22,4,7,160,2,0.153846154,5,2,0.217391304,0,7,6,0.875,59,2,4,0,0,171,5527,85,33,0.666666667,0.333333333,other,4,0,9,0,2,1,public
3,6,42,6,8,391,3,0.125,18,6,0.375,0,3,25,0.922222222,4,5,6,0,0,171,5527,85,87,0.222222222,0.5,other,5,0,16,0,6,0,public
0,1,0,1,1,4,0,1,0,0,0,0,1,2,0.5,0,0,1,1,0,215,5154,33,6,1,1,other,0,0,3,0,1,0,public
0,1,0,1,2,7,0,1,2,0,1,0,1,2,0.5,0,0,1,1,0,215,5154,33,6,1,1,other,0,0,3,0,1,0,public
1,5,8,2,1,32,0,0.2,1,0,1,0,2,4,0.9,109,0,2,3,0,215,5154,33,128,0.027777778,1,other,2,1,12,4,2,0,public
0,5,18,2,2,29,0,0.1,0,0,0,0,2,8,0.541666667,105,0,2,3,0,215,5154,33,129,0.681818182,1,other,1,0,13,0,2,0,public
0,0,0,9,6,241,0,1,2,5,0.5,0,1,4,0.977272727,0,0,16,1,0,16,5154,33,20,0.7,0.875,other,3,0,12,1,15,0,public
0,1,0,0,3,14,0,0,0,0,0,1,1,1,0.985714286,0,0,2,0,0,64,5715,80,38,0.001782531,0.971428571,other,0,0,34,34,1,0,public
0,1,0,0,1,3,0,0,0,1,0,1,1,1,0.985714286,0,0,2,0,0,64,5715,80,38,0.001782531,0.971428571,other,0,0,34,34,1,0,public
0,2,0,0,2,11,0,0,0,0,0,1,1,1,0.985714286,0,0,2,0,0,64,5715,80,38,0.001782531,0.971428571,other,0,0,34,34,1,0,public
2,0,13,3,4,46,2,0.2,5,1,0.294117647,0,3,6,0.916666667,72,2,2,0,0,47,5715,80,80,0.666666667,0.714285714,other,1,0,7,0,2,0,public
2,5,18,3,6,95,0,0.142857143,8,0,0.266666667,0,3,15,0.8,11,0,2,0,0,24,5715,80,91,1,1,other,0,0,11,0,1,0,public
1,4,3,2,6,228,0,0.4,13,2,0.433333333,1,1,18,0.884615385,0,0,2,0,1,161,5715,80,64,0.857142857,1,other,0,0,14,14,2,0,public
2,4,19,1,7,106,0,0.05,7,3,0.269230769,1,1,10,1,0,0,2,0,0,14,5715,80,56,1,1,other,0,0,8,8,2,0,public
0,0,0,0,1,2,0,0,0,0,0,0,1,11,0.666666667,0,0,2,0,0,165,5983,29,34,1,1,other,1,0,7,0,2,0,public
0,1,1,1,2,16,0,1,5,0,0.833333333,0,1,11,0.666666667,0,0,2,0,0,165,5983,29,34,1,1,other,1,0,7,0,2,0,public
0,1,2,1,2,33,0,1,7,0,0.7,0,1,11,0.666666667,0,0,2,0,0,165,5983,29,34,1,1,other,1,0,7,0,2,0,public
2,1,7,1,3,36,0,0.2,9,0,0.529411765,0,1,11,0.666666667,0,0,2,0,0,165,5983,29,34,1,1,other,1,0,7,0,2,0,public
2,1,7,1,2,43,0,0.2,8,0,0.615384615,0,1,11,0.666666667,0,0,2,0,0,165,5983,29,34,1,1,other,1,0,7,0,2,0,public
2,3,13,1,3,135,0,0.125,11,0,0.458333333,0,1,23,0.78125,0,0,4,0,0,165,5983,29,75,0.642857143,1,other,1,0,9,0,4,0,public
3,2,31,5,6,271,0,0.178571429,14,0,0.285714286,0,1,14,0.7,0,0,5,0,0,165,5983,29,63,0.833333333,1,other,4,0,5,0,5,0,public
2,2,13,3,3,102,0,0.2,12,0,0.5,0,1,24,0.704081633,0,0,7,0,0,165,5983,29,98,0.692307692,1,other,5,0,15,2,7,0,public
2,5,22,1,6,115,0,0.034482759,8,1,0.235294118,0,1,10,1,0,0,1,1,7,492,5983,29,58,0.022222222,1,other,0,0,11,0,1,0,public
0,2,1,3,1,7,0,1,4,0,1,0,5,7,0.949494949,0,1,9,3,6,334,5366,45,35,0.380952381,0,abstract,7,0,23,0,0,6,public
0,1,0,1,1,7,0,1,1,0,1,0,5,7,0.949494949,0,1,9,3,6,334,5366,45,35,0.380952381,0,abstract,7,0,23,0,0,6,public
0,0,1,3,3,31,0,0.75,1,3,1,0,5,7,0.949494949,0,1,9,3,6,334,5366,45,35,0.380952381,0,abstract,7,0,23,0,0,6,public
0,2,1,13,6,125,0,0.928571429,6,3,0.5,0,2,7,0.967592593,13,1,18,0,3,32,5366,45,41,0.666666667,1,other,5,1,14,1,1,9,public
0,6,1,12,6,118,0,0.923076923,7,1,0.388888889,1,1,12,0.992307692,0,0,13,0,0,15,5366,45,45,0.054545455,0.666666667,other,0,0,11,11,10,5,public
0,3,4,14,6,216,0,0.777777778,11,6,0.6875,0,7,22,0.979166667,85,0,24,1,0,200,5366,45,174,0.8,0.4,other,2,0,16,0,4,12,public
0,1,34,3,1,54,0,0.081081081,21,0,1,0,2,25,0.8875,15,1,10,1,1,424,5366,45,39,0.464285714,0.888888889,other,9,0,9,0,10,0,public
0,0,0,0,1,3,0,0,1,0,1,0,3,1,0,6,0,0,0,0,24,5518,54,6,1,1,other,0,0,1,0,0,0,public
0,2,0,2,1,4,0,1,0,0,0,0,2,0,1,2,1,2,0,0,24,5518,54,5,0,0.666666667,other,0,0,5,1,2,0,public
0,1,0,0,2,6,0,0,0,2,0,0,2,0,1,2,1,2,0,0,24,5518,54,5,0,0.666666667,other,0,0,5,1,2,0,public
2,4,11,3,3,99,0,0.214285714,4,1,0.266666667,0,1,13,0.944444444,0,0,6,0,0,59,5518,54,48,0,0,abstract,5,0,11,0,6,1,public
2,1,19,2,3,45,2,0.095238095,3,18,1,0,6,5,0.916666667,527,0,24,1,0,155,5518,54,44,0.213438735,1,other,24,0,25,0,1,0,public
3,4,52,0,6,333,0,0,7,0,0.5,0,2,7,0,17,0,0,0,11,1099,5518,54,15,1,1,other,0,1,2,0,0,0,package
0,0,0,0,1,3,0,0,1,0,1,0,2,4,0,3,0,0,0,0,79,5788,43,20,0,1,other,0,0,9,0,0,0,public
0,0,0,0,1,3,0,0,0,0,0,0,2,4,0,3,0,0,0,0,79,5788,43,20,0,1,other,0,0,9,0,0,0,public
0,0,0,0,1,3,0,0,0,0,0,0,2,4,0,3,0,0,0,0,79,5788,43,20,0,1,other,0,0,9,0,0,0,public
2,1,6,1,6,161,0,0.166666667,8,1,0.363636364,0,1,8,0.875,0,0,1,1,0,28,5788,43,35,0,1,other,0,0,9,0,1,0,public
0,1,2,2,4,41,0,0.666666667,3,1,0.6,0,3,7,0,11,0,0,0,0,240,5788,43,28,0,1,other,0,0,4,0,0,0,public
0,4,1,2,6,107,0,0.666666667,6,2,0.6,0,2,21,0.889705882,15,1,8,1,7,419,5788,43,67,0.714285714,1,other,4,0,18,0,7,0,public
0,0,0,0,1,37,0,0,1,0,1,0,3,1,0,13,0,0,0,0,6,5959,88,47,0,1,other,0,0,2,1,0,0,public
1,1,6,0,4,51,0,0,7,4,0.636363636,1,1,20,1,0,0,17,0,3,74,5959,88,45,0.6,0.3125,other,0,0,9,9,6,0,public
0,1,6,3,1,16,0,0.333333333,1,0,0.5,0,3,2,1,43,3,4,0,0,20,5768,24,54,0,0.222222222,other,0,0,5,0,0,0,public
0,1,1,0,1,3,0,0,2,0,1,0,3,2,1,43,3,4,0,0,20,5768,24,54,0,0.222222222,other,0,0,5,0,0,0,public
0,1,1,0,1,3,0,0,1,0,1,0,3,2,1,43,3,4,0,0,20,5768,24,54,0,0.222222222,other,0,0,5,0,0,0,public
0,0,1,0,1,3,0,0,1,0,1,0,3,2,1,43,3,4,0,0,20,5768,24,54,0,0.222222222,other,0,0,5,0,0,0,public
2,4,10,1,3,57,0,0.090909091,6,9,0.333333333,1,1,13,1,0,0,2,0,0,154,5768,24,77,0.175,1,final,0,0,22,21,1,0,public
0,1,2,3,8,103,0,0.428571429,3,4,0.428571429,0,1,5,1,0,0,6,0,0,21,5768,24,21,1,1,other,1,0,10,1,6,0,public
2,1,11,1,3,33,0,0.083333333,3,0,0.6,0,1,11,0.961538462,0,2,2,0,3,62,5768,24,37,0.090909091,0.785714286,other,1,0,14,9,1,0,public
0,5,0,13,6,150,0,1,1,7,1,0,1,1,0.840136054,0,1,21,0,0,277,5768,24,16,1,1,other,14,0,15,1,14,0,public
0,5,0,11,8,217,0,1,1,5,1,0,1,1,0.840136054,0,1,21,0,0,277,5768,24,16,1,1,other,14,0,15,1,14,0,public
3,5,35,2,6,345,0,0.048780488,16,4,0.207792208,0,2,60,0.961088435,35,25,49,0,11,2644,5768,24,420,0.405045045,0.722222222,other,47,0,76,0,1,11,public
2,8,12,5,7,115,0,0.294117647,17,9,0.377777778,0,1,44,0.950944171,0,50,28,0,11,2644,5768,24,348,0.610065583,0.617142857,other,9,0,174,4,4,1,public
2,4,15,4,9,150,0,0.19047619,17,2,0.485714286,0,1,48,0.967855056,0,10,29,0,11,2644,5768,24,255,0.624915825,0.655737705,other,16,0,60,1,15,0,public
0,5,0,11,6,110,0,1,0,1,0,0,1,1,0.918263091,0,3,29,0,11,2644,5768,24,31,0.6,0.24137931,final,6,0,27,8,8,0,public
3,5,35,6,7,223,3,0.146341463,7,4,0.189189189,0,1,9,0.859375,0,4,8,0,11,2644,5768,24,86,0.40952381,0.625,other,6,0,17,1,1,2,public
2,4,13,0,6,103,0,0,6,0,0.545454545,1,1,16,0.868421053,0,0,2,1,11,2644,5768,24,74,0.076190476,1,final,2,0,20,14,2,0,public
